"","page","name","category","address","X5star","X4star","X3star","X2star","X1star","monday","tuesday","wednesday","thursday","friday","saturday","sunday","wifi_rate","TV_rate","noise_rate","alcohol_rate","seating_rate","reservation_rate","delivery_rate","takeout_rate","creditcard_rate","rate","numberrate","normalrate"
"935",94,"Brighton Landing Cafe","Modern American","20 Guest St Boston, MA 02135",2,3,0,0,0,"7:00 am - 10:00 am 11:30 am - 2:00 pm","7:00 am - 10:00 am 11:30 am - 2:00 pm","7:00 am - 10:00 am 11:30 am - 2:00 pm","7:00 am - 10:00 am 11:30 am - 2:00 pm","7:00 am - 10:00 am 11:30 am - 2:00 pm","Closed","Closed",0,1,0,0,1,0,0,1,1,4.4,5,0.658222
"936",94,"Map Room Caf_","Cafes","The Boston Public Library 230 Darmouth St Boston, MA 02116",9,18,7,5,1,"9:00 am - 5:00 pm","9:00 am - 5:00 pm","9:00 am - 5:00 pm","9:00 am - 5:00 pm","9:00 am - 5:00 pm","9:00 am - 5:00 pm","Closed",1,0,0,0,1,0,0,1,1,3.725,40,-0.016778
"937",94,"Cafe Med","Mediterranean","31 St James Ave Boston, MA 02116",10,7,4,4,5,"9:30 am - 6:00 pm","9:30 am - 6:00 pm","9:30 am - 6:00 pm","9:30 am - 6:00 pm","9:30 am - 6:00 pm","11:00 am - 6:00 pm","Closed",0,0,1,0,0,0,1,1,1,3.43333333333333,30,-0.308444666666667
"938",94,"Clink","American (New)","The Liberty Hotel 215 Charles St Boston, MA 02114",39,93,85,66,27,"6:30 am - 11:00 am 11:30 am - 3:00 pm 5:00 pm - 11:00 pm","6:30 am - 11:00 am 11:30 am - 3:00 pm 5:00 pm - 11:00 pm","6:30 am - 11:00 am 11:30 am - 3:00 pm 5:00 pm - 11:00 pm","6:30 am - 11:00 am 11:30 am - 3:00 pm 5:00 pm - 11:00 pm","6:30 am - 11:00 am 11:30 am - 3:00 pm 5:00 pm - 11:00 pm","6:30 am - 11:00 am 11:30 am - 3:00 pm 5:00 pm - 11:00 pm","10:00 am - 3:00 pm 5:00 pm - 11:00 pm",0,1,0,1,0,1,0,0,1,3.16451612903226,310,-0.577261870967742
"939",94,"Lanta Asian Cuisine","Thai","38 Batterymarch St Boston, MA 02110",8,9,6,2,8,"10:30 am - 9:00 pm","10:30 am - 9:00 pm","10:30 am - 9:00 pm","10:30 am - 9:00 pm","10:30 am - 9:00 pm","3:00 pm - 9:30 pm","3:00 pm - 9:30 pm",0,0,0,0,0,0,1,1,1,3.21212121212121,33,-0.529656787878788
"940",94,"Club Cafe","Pub","209 Columbus Ave Boston, MA 02116",32,74,51,45,39,"11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am",1,1,1,1,1,1,0,1,1,3.06224066390041,241,-0.679537336099585
"941",95,"Waterline","Modern American","296 State St Boston, MA 02110",7,4,7,6,5,"null","null","null","null","null","null","null",1,1,0,1,0,1,0,1,1,3.06896551724138,29,-0.672812482758621
"942",95,"Saladworks","Salad","22 Tremont St Boston, MA 02108",5,5,3,4,5,"8:00 am - 7:00 pm","8:00 am - 7:00 pm","8:00 am - 7:00 pm","8:00 am - 7:00 pm","8:00 am - 7:00 pm","Closed","Closed",0,0,0,0,0,0,1,1,1,3.04545454545455,22,-0.696323454545455
"943",95,"Alibi","Bar","215 Charles St Boston, MA 02114",41,103,69,28,31,"5:00 pm - 2:00 am","5:00 pm - 2:00 am","5:00 pm - 2:00 am","5:00 pm - 2:00 am","5:00 pm - 2:00 am","5:00 pm - 2:00 am","5:00 pm - 2:00 am",0,1,1,1,1,1,0,0,1,3.34926470588235,272,-0.392513294117647
"944",95,"Seiyo","Sushi Bars","1721 Washington St Boston, MA 02118",39,73,33,18,10,"11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 11:00 pm","1:00 pm - 11:00 pm","12:00 pm - 10:00 pm",0,0,0,1,1,1,1,1,1,3.65317919075145,173,-0.088598809248555
"945",95,"Jimmy JohnÕs","Sandwiches","380 Western Ave Boston, MA 02135",8,3,2,3,2,"11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am",1,0,0,0,1,0,1,1,1,3.66666666666667,18,-0.0751113333333335
"946",95,"Burritos and Tacos To Go","Mexican","Back Bay Station 145 Dartmouth St Boston, MA 02116",7,11,5,2,1,"null","null","null","null","null","null","null",0,0,1,0,0,0,0,1,0,3.80769230769231,26,0.0659143076923074
"947",95,"LÕosteria","Italian","104 Salem St Boston, MA 02113",37,54,43,28,27,"null","null","null","null","null","null","null",0,0,0,1,0,1,0,1,1,3.24338624338624,189,-0.498391756613757
"948",95,"JMP Fine Indian Cuisine","Indian","1095 Commonwealth Ave Boston, MA 02215",37,31,12,5,7,"12:00 pm - 10:00 pm","12:00 pm - 10:00 pm","12:00 pm - 10:00 pm","12:00 pm - 10:00 pm","12:00 pm - 11:00 pm","12:00 pm - 11:00 pm","12:00 pm - 10:00 pm",0,0,1,0,0,0,0,1,1,3.93478260869565,92,0.193004608695652
"949",95,"SandellaÕs Flatbread Cafe","Sandwiches","8 Park Plz City Place Boston, MA 02116",1,8,3,4,3,"8:00 am - 8:00 pm","8:00 am - 8:00 pm","8:00 am - 8:00 pm","8:00 am - 8:00 pm","8:00 am - 8:00 pm","10:00 am - 7:00 pm","10:00 am - 7:00 pm",0,0,1,0,0,0,0,1,1,3,19,-0.741778
"950",95,"Towne Stove and Spirits","Modern American","900 Boylston St Boston, MA 02115",74,136,116,80,56,"4:00 pm - 10:00 pm","4:00 pm - 10:00 pm","4:00 pm - 10:00 pm","4:00 pm - 11:00 pm","4:00 pm - 11:00 pm","11:00 am - 12:00 am","11:00 am - 12:00 am",1,1,0,1,1,1,0,1,1,3.1991341991342,462,-0.542643800865801
"951",96,"China King","Chinese","60 Beach St Boston, MA 02111",19,23,16,9,13,"11:00 am - 11:00 pm","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am",0,0,0,1,0,1,1,1,1,3.325,80,-0.416778
"952",96,"ChampionÕs Boston Sports Bar & Restaurant","Sports Bars","110 Huntington Ave Boston, MA 02116",19,44,56,24,20,"6:30 am - 12:00 am","6:30 am - 12:00 am","6:30 am - 12:00 am","6:30 am - 12:00 am","6:30 am - 1:00 am","6:30 am - 1:00 am","6:30 am - 12:00 am",1,1,1,1,0,1,0,1,1,3.11042944785276,163,-0.63134855214724
"953",96,"Salty Dog Seafood Grille & Bar","Seafood","Faneuil Hall Marketplace 206 S Market St Boston, MA 02109",32,56,55,30,29,"11:00 am - 10:30 pm","11:00 am - 10:30 pm","11:00 am - 10:30 pm","11:00 am - 10:30 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 9:00 pm",1,1,0,1,1,1,0,1,1,3.15841584158416,202,-0.583362158415841
"954",96,"Brasstacks","Modern American","Boston, MA",2,0,0,0,0,"null","null","null","null","null","null","null",0,0,0,1,0,0,0,1,0,5,2,1.258222
"955",96,"Cafe Mamtaz","Indian","87 L St Boston, MA 02127",26,23,9,4,12,"11:00 am - 3:00 pm 5:00 pm - 10:00 pm","11:00 am - 3:00 pm 5:00 pm - 10:00 pm","11:00 am - 3:00 pm 5:00 pm - 10:00 pm","11:00 am - 3:00 pm 5:00 pm - 10:00 pm","11:00 am - 3:00 pm 5:00 pm - 10:00 pm","11:00 am - 3:00 pm 5:00 pm - 10:00 pm","11:00 am - 3:00 pm 5:00 pm - 10:00 pm",1,0,0,0,0,0,1,1,1,3.63513513513514,74,-0.106642864864865
"956",96,"Blu Restaurant & Bar","American (New)","Equinox Sports Club 4 Avery St 4th Fl Boston, MA 02111",37,67,39,21,13,"11:30 am - 2:30 pm 5:00 pm - 10:00 pm","11:30 am - 2:30 pm 5:00 pm - 10:00 pm","11:30 am - 2:30 pm 5:00 pm - 10:00 pm","11:30 am - 2:30 pm 5:00 pm - 10:00 pm","11:30 am - 2:30 pm 5:00 pm - 10:00 pm","5:00 pm - 10:00 pm","Closed",1,1,0,1,1,1,0,1,1,3.53107344632768,177,-0.210704553672316
"957",96,"Spicy World","Szechuan","7 Beach St Boston, MA 02111",4,2,5,5,16,"11:00 am - 10:30 pm","11:00 am - 10:30 pm","11:00 am - 10:30 pm","11:00 am - 10:30 pm","11:00 am - 10:30 pm","11:00 am - 10:30 pm","11:00 am - 10:30 pm",0,1,1,0,0,1,0,1,1,2.15625,32,-1.585528
"958",96,"Pret A Manger","Coffee & Tea","507 Boylston Street Boston, MA 02116",25,39,16,12,7,"7:00 am - 9:00 pm","7:00 am - 9:00 pm","7:00 am - 9:00 pm","7:00 am - 9:00 pm","7:00 am - 9:00 pm","Closed","Closed",1,0,0,0,1,0,0,1,1,3.63636363636364,99,-0.105414363636364
"959",96,"The Point","Bars","147 Hanover St Boston, MA 02018",19,18,23,14,16,"11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","10:00 am - 2:00 am","10:00 am - 2:00 am",1,1,0,1,0,0,0,1,1,3.11111111111111,90,-0.630666888888889
"960",96,"Chipotle Mexican Grill","Mexican","283 Washington St Boston, MA 02108",5,13,8,16,15,"null","null","null","null","null","null","null",0,0,0,0,0,0,0,1,1,2.59649122807018,57,-1.14528677192982
"961",97,"Dot Cafe","Coffee & Tea","1459 Dorchester Ave Boston, MA 02122",5,1,0,0,0,"6:00 am - 4:00 pm","6:00 am - 4:00 pm","6:00 am - 4:00 pm","6:00 am - 4:00 pm","6:00 am - 4:00 pm","6:00 am - 4:00 pm","6:00 am - 2:00 pm",1,1,0,0,0,0,0,1,1,4.83333333333333,6,1.09155533333333
"962",97,"Legal Test Kitchen","Seafood","Logan International Airport Boston, MA 02128",1,8,3,2,2,"null","null","null","null","null","null","null",0,1,0,0,0,0,0,1,1,3.25,16,-0.491778
"963",97,"Brigham Circle Chinese Food","Chinese","728 Huntington Ave Boston, MA 02115",1,20,14,12,20,"11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm",0,0,1,0,0,0,1,1,1,2.55223880597015,67,-1.18953919402985
"964",97,"Great Taste Bakery & Restaurant","Bakery","63 Beach St Boston, MA 02111",54,84,27,13,18,"8:00 am - 10:00 pm","8:00 am - 10:00 pm","8:00 am - 10:00 pm","8:00 am - 10:00 pm","8:00 am - 10:00 pm","8:00 am - 10:00 pm","8:00 am - 10:00 pm",0,0,0,0,0,0,0,1,1,3.72959183673469,196,-0.012186163265306
"965",97,"Umai","Sushi Bars","412 market st Boston, MA 02135",5,6,2,1,0,"11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","12:00 pm - 10:00 pm",0,0,0,1,0,1,1,1,1,4.07142857142857,14,0.329650571428571
"966",97,"Stats Bar & Grille","Sports Bars","77 Dorchester St Boston, MA 02127",11,33,19,9,8,"11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","10:00 am - 1:00 am","10:00 am - 1:00 am",0,1,1,1,0,0,0,1,1,3.375,80,-0.366778
"967",97,"Boston Beer Works","Bars","Boston Logan International Airport Terminal C Boston, MA 02128",15,57,39,27,29,"null","null","null","null","null","null","null",1,1,1,1,0,0,0,1,1,3.01197604790419,167,-0.729801952095809
"968",97,"6B Lounge","Bar","6B Beacon St Boston, MA 02108",23,50,34,14,12,"11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","6:00 pm - 2:00 am","6:00 pm - 2:00 am",1,1,0,1,0,0,1,1,0,3.43609022556391,133,-0.30568777443609
"969",97,"WingÕs Kitchen","Cantonese","23 Hudson St Boston, MA 02111",16,16,9,7,3,"10:00 am - 11:00 pm","10:00 am - 11:00 pm","10:00 am - 11:00 pm","10:00 am - 11:00 pm","10:00 am - 11:00 pm","10:00 am - 11:00 pm","10:00 am - 11:00 pm",0,0,0,0,0,1,0,1,1,3.68627450980392,51,-0.0555034901960787
"970",97,"Boston Common Coffee Co.","Coffee & Tea","515 Washington St Boston, MA 02111",62,100,67,28,21,"6:00 am - 8:00 pm","6:00 am - 8:00 pm","6:00 am - 8:00 pm","6:00 am - 8:00 pm","6:00 am - 8:00 pm","7:00 am - 8:00 pm","7:00 am - 8:00 pm",1,0,0,0,0,0,0,1,1,3.55395683453237,278,-0.187821165467626
"971",98,"BarneyÕs Grill","Traditional American","299 Havre St Boston, MA 02128",3,1,0,0,1,"null","null","null","null","null","null","null",0,1,0,1,0,0,0,0,0,4,5,0.258222
"972",98,"Iron Wok","Chinese","8 - 10 Park Plz Boston, MA 02116",2,0,1,1,0,"null","null","null","null","null","null","null",0,1,0,0,1,0,1,1,1,3.75,4,0.00822199999999995
"973",98,"Panera Bread","Sandwiches","289 Huntington Avenue Boston, MA 02115",7,19,14,9,7,"6:00 am - 10:00 pm","6:00 am - 10:00 pm","6:00 am - 10:00 pm","6:00 am - 10:00 pm","6:00 am - 10:00 pm","6:00 am - 10:00 pm","7:00 am - 10:00 pm",1,0,0,0,0,0,0,1,1,3.17857142857143,56,-0.563206571428572
"974",98,"Central Bistro","French","101 Arch St Boston, MA 02110",28,66,34,26,11,"11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 11:00 pm","5:00 pm - 11:00 pm","Closed",1,1,0,1,0,1,0,1,1,3.44848484848485,165,-0.293293151515152
"975",98,"The Rattlesnake Bar & Grill","Bars","384 Boylston St Boston, MA 02116",8,15,11,21,19,"11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am",0,1,0,1,1,0,0,1,1,2.62162162162162,74,-1.12015637837838
"976",98,"WongÕs of Boston","Chinese","Corner Mall 417 Washington St Boston, MA 02108",1,2,1,1,0,"null","null","null","null","null","null","null",0,0,1,0,1,0,0,1,1,3.6,5,-0.141778
"977",98,"Darbar","Pakistani","130 N Beacon St Boston, MA 02135",37,32,14,14,14,"11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm",0,1,0,0,0,1,1,1,1,3.57657657657658,111,-0.165201423423424
"978",98,"Upper Crust Pizzeria","Pizza","683 Tremont St Boston, MA 02118",27,22,19,20,29,"11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:30 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm",1,1,0,0,0,0,1,1,1,2.98290598290598,117,-0.758872017094017
"979",98,"MGÕs Cafe","Sandwiches","720 Harrison Ave Boston, MA 02118",2,1,0,0,0,"6:30 am - 4:00 pm","6:30 am - 4:00 pm","6:30 am - 4:00 pm","6:30 am - 4:00 pm","6:30 am - 3:00 pm","Closed","Closed",0,1,0,0,1,0,0,1,0,4.66666666666667,3,0.924888666666667
"980",98,"El Paisa II Restaurant","Colombian","215 Border St Boston, MA 02128",4,3,0,1,3,"null","null","null","null","null","null","null",0,1,0,0,0,0,1,1,1,3.36363636363636,11,-0.378141636363636
"981",99,"Uno Pizzeria & Grill","Pizza","280 Huntington Ave. Boston, MA 02115",7,23,30,24,23,"11:30 am - 12:30 am","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am",0,1,0,1,1,1,0,1,1,2.69158878504673,107,-1.05018921495327
"982",99,"Sarku Japan","Japanese","Corner Mall 417 Washington St Boston, MA 02108",1,4,4,1,1,"null","null","null","null","null","null","null",0,0,1,0,1,0,0,1,1,3.27272727272727,11,-0.469050727272727
"983",99,"Ruby Room","Lounges","Onyx Hotel 155 Portland St Boston, MA 02115",0,5,8,4,1,"4:00 pm - 11:00 pm","4:00 pm - 11:00 pm","4:00 pm - 11:00 pm","4:00 pm - 11:00 pm","4:00 pm - 11:00 pm","4:00 pm - 11:00 pm","5:00 pm - 9:00 pm",1,1,0,1,0,1,0,1,1,2.94444444444444,18,-0.797333555555555
"984",99,"Tresca","Italian","233 Hanover St Boston, MA 02113",50,64,30,26,14,"5:00 pm - 12:00 am","5:00 pm - 12:00 am","5:00 pm - 12:00 am","5:00 pm - 12:30 am","5:00 pm - 12:30 am","4:00 pm - 12:30 am","4:00 pm - 12:00 am",1,1,0,1,1,1,0,1,1,3.59782608695652,184,-0.143951913043478
"985",99,"FoodieÕs Urban Market","Grocery","1421 Washington St Boston, MA 02118",9,59,32,13,13,"8:00 am - 9:00 pm","8:00 am - 9:00 pm","8:00 am - 9:00 pm","8:00 am - 9:00 pm","8:00 am - 9:00 pm","8:00 am - 9:00 pm","9:00 am - 8:00 pm",0,0,0,1,1,0,0,1,1,3.3015873015873,126,-0.440190698412699
